Index,Summary
349,"Statistician needed for AstraZeneca's Late Phase Vaccine team.  Requires Master's/PhD in Statistics/Biostatistics.  Responsibilities include statistical analysis, reporting, and communication with internal/external stakeholders and health authorities."
350,"Clinical Statistician needed with PhD (5+ years exp.) or Master's (8+ years exp.) in Statistics/Epidemiology/Mathematics.  Experience in clinical trial design, SAS programming (SAPs, TLFs), statistical modeling, and data analysis. Strong communication skills required."
351,"Principal Biostatistician needed with 4+ years' experience in clinical study design, analysis, and reporting.  Requires strong SAS programming, CDISC knowledge, and GCP/regulatory experience.  MSc/PhD in statistics required."
352,"Senior Statistician needed for clinical studies.  Requires strong SAS programming, statistical methodology knowledge (Bayesian experience a plus), and CDISC standards expertise.  Experience in pharmaceutical/CRO environment essential.  Leads teams and ensures regulatory compliance."
353,"Senior Statistician needed with MSc/PhD in Statistics or equivalent.  Experience in preclinical/clinical study design, analysis, and reporting using SAS and R is required.  Contribute to process improvement and regulatory submissions."
354,"Senior Biostatistician needed for pharmaceutical drug development.  Requires PhD/Master's in Statistics, 3-5 years' experience, SAS programming, clinical trial design knowledge, and CDISC expertise.  Responsibilities include statistical analysis, reporting, and regulatory compliance."
355,"Senior Statistician needed with 3+ years' experience in clinical trials.  Requires strong SAS programming, statistical modeling (mixed effects, Bayesian), data analysis, and communication skills.  MSc/PhD in Statistics/Biostatistics required."
356,"Lead statistician for clinical trials.  Requires PhD/MSc in Statistics/Biostatistics with pharmaceutical industry experience.  Responsibilities include study design, analysis, regulatory filings, and vendor management.  Strong SAS/R programming and communication skills needed."
357,Statistician needed.  Master's/Doctorate in Statistics/Biostatistics/Mathematics required.  Lead statistical analysis and reporting for product/study teams.  Communicate complex statistical concepts.  Interact with health authorities and payers.
358,"Lead statistician needed for pharma/healthcare.  Requires PhD/MSc in Statistics,  experience in regulatory submissions, data analysis (SAS), and leadership.  Develops strategic plans, designs studies, and provides decision support."
359,"Senior Biostatistician needed for pharmaceutical drug development.  Requires PhD/Master's in Statistics, 3-5 years' experience, SAS programming, clinical trial design knowledge, CDISC expertise, and strong communication skills.  Responsibilities include statistical analysis, reporting, and regulatory compliance."
360,"Lead biostatistician for clinical trials, managing projects from protocol to CSR.  Requires MS in Statistics, extensive clinical trial experience, programming proficiency, and strong communication skills.  Mentors staff, develops training, and ensures regulatory compliance."
361,"Senior Biostatistician needed with 3-5 years' pharmaceutical experience, PhD/Master's in Statistics.  Responsibilities include clinical trial design, statistical analysis (SAS), data management, regulatory compliance (CDISC, ICH), and client communication."
362,"Field biologist needed for Phu Khieo Wildlife Sanctuary, Thailand.  Requires vertebrate behavioral research experience (monkeys preferred), database management skills, and teamwork abilities.  Accommodation and travel provided."
363,"Computational Biologist/Bioinformatician needed.  Analyze BRB-seq NGS data,  develop data processing pipelines, guide R&D experiments.  Experience with RNA-seq preferred. Fluent English required."
364,"Cell biologist needed with expertise in mammalian cell culture (iPSCs, MSCs), assay development, and bioanalytical methods (ELISA, MSD, Luminex).  Experience with flow cytometry, molecular biology, and imaging techniques preferred.  Strong communication and teamwork skills essential."
365,"Senior Computational Biologist needed.  Requires PhD, postdoc experience, expertise in RNA-seq (single-cell preferred), computational biology, and molecular biology.  Strong multidisciplinary background essential."
366,"PhD-level Experimental Biologist needed with experience in cellular models, single-cell sequencing, RNA sequencing, cell/molecular biology, computational data, and ideally drug discovery.  Strong research track record and project management skills required."
367,"Computational Biologist needed with MSc/PhD in relevant field.  Experience in NGS data analysis (Python/R, Linux), software development, and ISO standards required.  Responsibilities include workflow development, testing, validation, and support."
